seed,features,accuracy,f1,alpha
0,153,0.7580246913580246,0.7802690582959642,46.41588833612773
1,405,0.7679012345679013,0.7798594847775175,215.44346900318823
2,405,0.7777777777777778,0.7857142857142857,215.44346900318823
3,497,0.7765432098765432,0.7863046044864227,215.44346900318823
4,1253,0.7975308641975308,0.8009708737864077,1000.0
